DISTRICT_NAME,COUNTY_NAME,FIELD_NAME,OPERATOR_NAME,OPERATOR_NO,LEASE_NAME,OG_CODE,LEASE_ID,WELL_NO,API,WB_Months_Inactive
01,ATASCOSA,"ANCHORAGE, SOUTH","HAILEY, E. M.",342800,"FOWLER, SAN J.",G,000002,1,1300361,279
01,MCMULLEN,"CALLIHAM, SOUTH (JACKSON)",TROTTER-HOWLING & HATTAWAY,871290,"CLAUNCH, B. C.",G,000087,3,31100693,279
09,ARCHER,ARCHER COUNTY REGULAR,"PRICE, W. W. LUMBER COMPANY",676940,"ANDREWS, M. P. -B-",O,00009,1,00980018,279
01,MCMULLEN,"CALLIHAM, SOUTH (1100)","ELBO CO., THE",246610,"WHITMIRE, W. A.",G,000091,1,31100692,279
01,MCMULLEN,"CAMPANA, SOUTH(GOVT. WELLS 2600)",G. & M. ENERGY COMPANY,292290,"HARRIS, L.",G,000099,1,31102162,279
09,ARCHER,ARCHER COUNTY REGULAR,MSB OPERATING,518696,COWAN & MCKINNEY,O,00011,9,00980026,48
09,ARCHER,ARCHER COUNTY REGULAR,MSB OPERATING,518696,COWAN & MCKINNEY,O,00011,11,00980028,48
09,ARCHER,ARCHER COUNTY REGULAR,MSB OPERATING,518696,COWAN & MCKINNEY,O,00011,3 L,00980021,48
09,ARCHER,ARCHER COUNTY REGULAR,MSB OPERATING,518696,COWAN & MCKINNEY,O,00011,4 L,00980022,48
09,ARCHER,ARCHER COUNTY REGULAR,MSB OPERATING,518696,COWAN & MCKINNEY,O,00011,6 L,00933880,48
09,ARCHER,ARCHER COUNTY REGULAR,MSB OPERATING,518696,COWAN & MCKINNEY,O,00011,7 L,00933881,48
09,ARCHER,ARCHER COUNTY REGULAR,MSB OPERATING,518696,COWAN & MCKINNEY,O,00011,8 L,00934564,207
09,ARCHER,ARCHER COUNTY REGULAR,MSB OPERATING,518696,COWAN & MCKINNEY,O,00011,4LB,00940179,72
01,BEXAR,FAIRFIELD (1100),"HINDS, W. L.",389125,"FRIAR, O. L.",G,000186,1,02901861,279
01,BEXAR,FAIRFIELD (1100),"JOHNSON, J. R.",436750,ROEGLEIN PACKING COMPANY,G,000187,1,02980001,279
08,PECOS,ABELL,"ROCA PRODUCTION, INC.",722193,STATE SILVERMAN,O,00021,4,37105352,82
01,LA SALLE,FORT EWELL (WILCOX -A-),"TAYLOR, J. M.",837790,"COQUAT, HENDERSON",G,000258,1,28300382,279
01,MEDINA,BEAR CREEK,LR PETROLEUM,511729,RUSKIN,O,00026,1,32501477,142
01,MCMULLEN,"HAGIST RANCH, N. (WILCOX 6600)","KIRKWOOD & MORGAN, INC.",469710,HAGIST RANCH,G,000267,1,31101755,279
08,PECOS,ABELL,"ROCA PRODUCTION, INC.",722193,"SILVERSON, SIDNEY",O,00027,2,37103792,279
05,ROBERTSON,CALVERT,TALUS RESOURCES LLC,835618,GIBSON,O,00031,9,39500112,75
05,ROBERTSON,CALVERT,TALUS RESOURCES LLC,835618,GIBSON,O,00031,10,39500088,85
05,ROBERTSON,CALVERT,TALUS RESOURCES LLC,835618,GIBSON,O,00031,19,39500094,85
05,ROBERTSON,CALVERT,TALUS RESOURCES LLC,835618,GIBSON,O,00031,21,39500096,85
05,ROBERTSON,CALVERT,TALUS RESOURCES LLC,835618,GIBSON,O,00031,22,39500116,85
05,ROBERTSON,CALVERT,TALUS RESOURCES LLC,835618,GIBSON,O,00031,23,39500120,85
05,ROBERTSON,CALVERT,TALUS RESOURCES LLC,835618,GIBSON,O,00031,24,39500117,85
01,MCMULLEN,JACOB (850),COASTAL BEND OIL CO.,161530,"HORTON, F. B.",G,000329,1,31100987,279
01,MCMULLEN,JAKE HAMON (2650),ARNOLD WELL SERVICE,032970,"RHODES, D. W.",G,000330,1,31101964,279
01,ZAVALA,PILOSA (SAN MIGUEL),LONESOME DOVE OIL & GAS,507487,"VAN CLEVE, W. M.",G,000384,2,50700541,279
01,MCMULLEN,ROOS (WILCOX 7500),NEW WORLD ENERGY,606120,DELANGE UNIT,G,000438,1,31101978,279
01,MCMULLEN,ROOS (WILCOX 7500),PHANTOM OIL & GAS,661328,"ROOS, R. C.",G,000442,1,31102002,279
01,BEXAR,VON ORMY (ANACHACHO LIME),"JARVIS, ROY R.",430235,VON ORMY,G,000507,1,02980003,279
02,GOLIAD,ALBRECHT (YEGUA),"WISEMAN, WILLIAM M.",933616,"COUTRET, A. JR.",G,000537,1 U,17501412,279
01,FRIO,BIG FOOT,U.S. JIMOIL CORPORATION,875447,"BOHL, ANNIE",O,00071,3,16300093,279
01,FRIO,BIG FOOT,U.S. JIMOIL CORPORATION,875447,"BOHL, ANNIE",O,00071,2,16300144,279
02,BEE,"BLANCONIA, SOUTH","MISSION RIVER SYSTEMS, INC.",570411,"WOOD, H. C.",O,00071,2,02502427,263
02,DE WITT,ARNECKEVILLE (WILCOX A 8150),"STUART, H. A.",828172,FRIEDRICHS-HARSDORFF,G,000783,1,12300668,279
02,GOLIAD,BERCLAIR (2100),"WILKINSON, ROBERT P.",924310,"WILKINSON, BERTHA & CARLYYLE -B-",G,000846,1,17580003,279
02,GOLIAD,BERCLAIR (2100),"WOLFE, HAROLD E.",935675,"TOLLET, CHAS.",G,000847,2,17580004,279
05,NAVARRO,CORSICANA (SHALLOW),CENTRAL BASIN OIL INV. INC.,141188,BRADLEY BROTHERS,O,00091,13,34934642,135
02,VICTORIA,BLOOMINGTON (GRETA STRINGER),"TRANT, SAM",865300,"MCLENDON, J. B.",G,000927,1,46902051,279
02,REFUGIO,BONNIE VIEW (4200 D-1),"MISSION RIVER SYSTEMS, INC.",570411,"NEIMANN, EMIL",G,000943,9,39103581,200
04,SAN PATRICIO,ARANSAS PASS,"HIGH PLAINS GAS SYSTEMS, INC.",385551,BARRY-GREEN,O,00130,1,40980198,279
10,CARSON,PANHANDLE CARSON COUNTY FIELD,DALF ENERGY LLC,197641,"PERCIVAL, F. E.",O,00139,2W,06502999,35
10,CARSON,PANHANDLE CARSON COUNTY FIELD,DALF ENERGY LLC,197641,"PERCIVAL, F. E.",O,00139,3,06520041,29
10,CARSON,PANHANDLE CARSON COUNTY FIELD,DALF ENERGY LLC,197641,"PERCIVAL, F. E.",O,00139,4,06581404,29
10,CARSON,PANHANDLE CARSON COUNTY FIELD,DALF ENERGY LLC,197641,"PERCIVAL, F. E.",O,00139,5,06520007,29
10,CARSON,PANHANDLE CARSON COUNTY FIELD,DALF ENERGY LLC,197641,"PERCIVAL, F. E.",O,00139,1,06504222,29
02,KARNES,COY CITY (7800 -D-),LOVACA GATHERING COMPANY,509750,COY CITY GAS UNIT O/A,G,001444,401,25500849,279
02,LIVE OAK,"ELMS (SLICK, UPPER)","OMEGA ENERGY, LLC",622657,"STRIEBECK, W. H. JR.",G,001516,1 U,29702441,270
02,GOLIAD,EMMA HAYNES (RECKLAW),SIRTEX OIL IND.,784955,"HAYNES, EMMA",G,001528,1 U,17580009,279
02,LIVE OAK,"GEORGE WEST, SOUTH (FRIO -N-)",E. & R. OIL COMPANY,238614,"NELSON, M. B.",G,001706,1,29701273,279
02,REFUGIO,BONNIE VIEW,"MISSION RIVER SYSTEMS, INC.",570411,"NIEMANN, EMIL",O,00178,8,39103580,279
02,REFUGIO,BONNIE VIEW,"MISSION RIVER SYSTEMS, INC.",570411,"NIEMANN, EMIL",O,00178,5,39103578,155
02,REFUGIO,BONNIE VIEW,"MISSION RIVER SYSTEMS, INC.",570411,"NIEMANN, EMIL",O,00178,6,39103582,155
02,REFUGIO,BONNIE VIEW,"MISSION RIVER SYSTEMS, INC.",570411,"NIEMANN, EMIL",O,00178,7,39103579,279
10,CARSON,PANHANDLE CARSON COUNTY FIELD,DALF ENERGY LLC,197641,"NOEL, J. L.",O,00182,1,06581787,44
10,CARSON,PANHANDLE CARSON COUNTY FIELD,DALF ENERGY LLC,197641,"NOEL, J. L.",O,00182,2,06581788,44
10,CARSON,PANHANDLE CARSON COUNTY FIELD,DALF ENERGY LLC,197641,"NOEL, J. L.",O,00182,4,06581789,44
10,CARSON,PANHANDLE CARSON COUNTY FIELD,DALF ENERGY LLC,197641,"NOEL, J. L.",O,00182,5,06581790,44
7B,BROWN,BROWN COUNTY REGULAR,"TPC EXPLORATION, LLC",863631,"GARLITZ, AUGUST",O,00191,1,04980446,279
7B,BROWN,BROWN COUNTY REGULAR,"TPC EXPLORATION, LLC",863631,"GARLITZ, AUGUST",O,00191,2,04980447,279
10,GRAY,PANHANDLE GRAY COUNTY FIELD,DALF ENERGY LLC,197641,DAVIDSON,O,00199,7,17981099,49
10,GRAY,PANHANDLE GRAY COUNTY FIELD,DALF ENERGY LLC,197641,DAVIDSON,O,00199,8,17981100,49
10,GRAY,PANHANDLE GRAY COUNTY FIELD,DALF ENERGY LLC,197641,"COMBS-WORLEY ""A""",O,00202,2R,17981115,68
10,GRAY,PANHANDLE GRAY COUNTY FIELD,DALF ENERGY LLC,197641,"COMBS-WORLEY ""A""",O,00202,5,17981118,59
10,GRAY,PANHANDLE GRAY COUNTY FIELD,DALF ENERGY LLC,197641,"COMBS-WORLEY ""A""",O,00202,6,17981119,59
10,GRAY,PANHANDLE GRAY COUNTY FIELD,DALF ENERGY LLC,197641,"COMBS-WORLEY ""A""",O,00202,7,17981120,59
10,GRAY,PANHANDLE GRAY COUNTY FIELD,DALF ENERGY LLC,197641,"COMBS-WORLEY ""A""",O,00202,8,17981121,59
10,GRAY,PANHANDLE GRAY COUNTY FIELD,DALF ENERGY LLC,197641,"COMBS-WORLEY ""A""",O,00202,3W,17900587,45
10,GRAY,PANHANDLE GRAY COUNTY FIELD,DALF ENERGY LLC,197641,"COMBS-WORLEY ""A""",O,00202,4,17981117,59
10,GRAY,PANHANDLE GRAY COUNTY FIELD,DALF ENERGY LLC,197641,"BOWERS, J. B.",O,00212,1,17981148,279
02,REFUGIO,"LA ROSA, NORTH (5700)",PATRICO OIL CO.,643385,BOENIG,G,002465,1,39180011,279
05,NAVARRO,CORSICANA (SHALLOW),TRINIDAD OIL AND GAS CORPORATION,869972,"KENT, I. T. -A-",O,00247,34,34980319,279
05,NAVARRO,CORSICANA (SHALLOW),TRINIDAD OIL AND GAS CORPORATION,869972,"KENT, I. T. -A-",O,00247,36,34980320,21
05,NAVARRO,CORSICANA (SHALLOW),TRINIDAD OIL AND GAS CORPORATION,869972,"KENT, I. T. -A-",O,00247,39,34980321,279
05,NAVARRO,CORSICANA (SHALLOW),TRINIDAD OIL AND GAS CORPORATION,869972,"KENT, I. T. -A-",O,00247,44,34983724,21
05,NAVARRO,CORSICANA (SHALLOW),TRINIDAD OIL AND GAS CORPORATION,869972,"KENT, I. T. -A-",O,00247,41,34983723,21
05,NAVARRO,CORSICANA (SHALLOW),TRINIDAD OIL AND GAS CORPORATION,869972,"KENT, I. T. -A-",O,00247,32,34980317,248
05,NAVARRO,CORSICANA (SHALLOW),TRINIDAD OIL AND GAS CORPORATION,869972,"KENT, I. T. -A-",O,00247,33,34902365,255
02,LIVE OAK,LAGARTO (2300),"FORAN, LESTER, TRUSTEE",275590,BEALL ESTATE,G,002573,1,29701894,279
10,GRAY,PANHANDLE GRAY COUNTY FIELD,DALF ENERGY LLC,197641,GRIFFITH-DAVIDSON,O,00264,1,17981380,279
10,GRAY,PANHANDLE GRAY COUNTY FIELD,DALF ENERGY LLC,197641,GRIFFITH-DAVIDSON,O,00264,2,17981381,279
10,GRAY,PANHANDLE GRAY COUNTY FIELD,DALF ENERGY LLC,197641,GRIFFITH-DAVIDSON,O,00264,3,17981382,279
10,GRAY,PANHANDLE GRAY COUNTY FIELD,DALF ENERGY LLC,197641,GRIFFITH-DAVIDSON,O,00264,4W,17903976,279
10,GRAY,PANHANDLE GRAY COUNTY FIELD,DALF ENERGY LLC,197641,GRIFFITH-DAVIDSON,O,00264,5,17981384,279
10,GRAY,PANHANDLE GRAY COUNTY FIELD,DALF ENERGY LLC,197641,GRIFFITH-DAVIDSON,O,00264,6,17981385,279
10,GRAY,PANHANDLE GRAY COUNTY FIELD,DALF ENERGY LLC,197641,GRIFFITH-DAVIDSON,O,00264,7,17981386,279
10,GRAY,PANHANDLE GRAY COUNTY FIELD,DALF ENERGY LLC,197641,GRIFFITH-DAVIDSON,O,00264,8,17981387,279
10,GRAY,PANHANDLE GRAY COUNTY FIELD,DALF ENERGY LLC,197641,"DAVIDSON, M. TRUSTEE",O,00268,1,17981404,279
10,GRAY,PANHANDLE GRAY COUNTY FIELD,DALF ENERGY LLC,197641,"DAVIDSON, M. TRUSTEE",O,00268,2,17981405,279
10,GRAY,PANHANDLE GRAY COUNTY FIELD,DALF ENERGY LLC,197641,"DAVIDSON, M. TRUSTEE",O,00268,3,17981406,279
10,GRAY,PANHANDLE GRAY COUNTY FIELD,DALF ENERGY LLC,197641,"DAVIDSON, M. TRUSTEE",O,00268,4,17981407,279
10,GRAY,PANHANDLE GRAY COUNTY FIELD,DALF ENERGY LLC,197641,"DAVIDSON, M. TRUSTEE",O,00268,6,17981409,279
10,GRAY,PANHANDLE GRAY COUNTY FIELD,DALF ENERGY LLC,197641,"COMBS-WORLEY ""B""",O,00269,5,17981414,42
10,GRAY,PANHANDLE GRAY COUNTY FIELD,DALF ENERGY LLC,197641,"COMBS-WORLEY ""B""",O,00269,6,17981415,42
10,GRAY,PANHANDLE GRAY COUNTY FIELD,DALF ENERGY LLC,197641,"COMBS-WORLEY ""B""",O,00269,1,17981410,279
10,GRAY,PANHANDLE GRAY COUNTY FIELD,DALF ENERGY LLC,197641,"COMBS-WORLEY ""B""",O,00269,2,17981411,279
10,GRAY,PANHANDLE GRAY COUNTY FIELD,DALF ENERGY LLC,197641,"COMBS-WORLEY ""B""",O,00269,3,17981412,42
02,GOLIAD,MAETZE (3300),UNOCO,878420,"HOFF, LOUIS",G,002879,7,17580021,279
01,MEDINA,CHICON LAKE,"TONDRE, CLINT",861830,"TONDRE, CLINT",O,00299,1,32580075,279
01,MEDINA,CHICON LAKE,"TONDRE, CLINT",861830,"TONDRE, CLINT",O,00299,2,32580076,279
09,ARCHER,ARCHER COUNTY REGULAR,"PACIFIC EXPLORATION OPER CO, LLC",632802,"DUPRIEST, W. R.",O,00311,12,00941075,88
09,ARCHER,ARCHER COUNTY REGULAR,"PACIFIC EXPLORATION OPER CO, LLC",632802,"DUPRIEST, W. R.",O,00311,11,00940770,83
09,ARCHER,ARCHER COUNTY REGULAR,"PACIFIC EXPLORATION OPER CO, LLC",632802,"DUPRIEST, W. R.",O,00311,3,00987213,229
09,ARCHER,ARCHER COUNTY REGULAR,"PACIFIC EXPLORATION OPER CO, LLC",632802,"DUPRIEST, W. R.",O,00311,6,00981238,229
09,ARCHER,ARCHER COUNTY REGULAR,"PACIFIC EXPLORATION OPER CO, LLC",632802,"DUPRIEST, W. R.",O,00311,7,00981239,229
09,ARCHER,ARCHER COUNTY REGULAR,"PACIFIC EXPLORATION OPER CO, LLC",632802,"DUPRIEST, W. R.",O,00311,9,00935769,229
09,ARCHER,ARCHER COUNTY REGULAR,"PACIFIC EXPLORATION OPER CO, LLC",632802,"DUPRIEST, W. R.",O,00311,10,00940810,205
08,PECOS,APCO-WARNER,"O & O OPERATORS, LLC.",617028,GREGG -B-,O,00315,1,37100300,118
10,GRAY,PANHANDLE GRAY COUNTY FIELD,"PG-M INTERNATIONAL OPERATING,LLC",631795,LEOPOLD -A-,O,00318,1,17981668,42
10,GRAY,PANHANDLE GRAY COUNTY FIELD,"PG-M INTERNATIONAL OPERATING,LLC",631795,LEOPOLD -A-,O,00318,2,17981669,255
10,GRAY,PANHANDLE GRAY COUNTY FIELD,"PG-M INTERNATIONAL OPERATING,LLC",631795,LEOPOLD -A-,O,00318,4,17981671,42
10,GRAY,PANHANDLE GRAY COUNTY FIELD,"PG-M INTERNATIONAL OPERATING,LLC",631795,LEOPOLD -A-,O,00318,6,17981673,255
10,GRAY,PANHANDLE GRAY COUNTY FIELD,"PG-M INTERNATIONAL OPERATING,LLC",631795,LEOPOLD -A-,O,00318,7,17981674,279
10,GRAY,PANHANDLE GRAY COUNTY FIELD,"PG-M INTERNATIONAL OPERATING,LLC",631795,LEOPOLD -A-,O,00318,8,17981675,279
7B,CALLAHAN,CALLAHAN COUNTY REGULAR,K & W VANPELT COMPANY,448748,"CROCKETT, J. E.",O,00322,23,05980242,32
7B,CALLAHAN,CALLAHAN COUNTY REGULAR,K & W VANPELT COMPANY,448748,"CROCKETT, J. E.",O,00322,1W,05907904,37
7B,CALLAHAN,CALLAHAN COUNTY REGULAR,K & W VANPELT COMPANY,448748,"CROCKETT, J. E.",O,00322,W  4,05910847,37
7B,CALLAHAN,CALLAHAN COUNTY REGULAR,K & W VANPELT COMPANY,448748,"CROCKETT, J. E.",O,00322,2,05980222,32
7B,CALLAHAN,CALLAHAN COUNTY REGULAR,K & W VANPELT COMPANY,448748,"CROCKETT, J. E.",O,00322,3,05980223,32
7B,CALLAHAN,CALLAHAN COUNTY REGULAR,K & W VANPELT COMPANY,448748,"CROCKETT, J. E.",O,00322,4,05980224,32
7B,CALLAHAN,CALLAHAN COUNTY REGULAR,K & W VANPELT COMPANY,448748,"CROCKETT, J. E.",O,00322,5,05980225,32
7B,CALLAHAN,CALLAHAN COUNTY REGULAR,K & W VANPELT COMPANY,448748,"CROCKETT, J. E.",O,00322,6,05980226,32
7B,CALLAHAN,CALLAHAN COUNTY REGULAR,K & W VANPELT COMPANY,448748,"CROCKETT, J. E.",O,00322,7,05980227,32
7B,CALLAHAN,CALLAHAN COUNTY REGULAR,K & W VANPELT COMPANY,448748,"CROCKETT, J. E.",O,00322,8,05980228,32
7B,CALLAHAN,CALLAHAN COUNTY REGULAR,K & W VANPELT COMPANY,448748,"CROCKETT, J. E.",O,00322,9,05980229,32
7B,CALLAHAN,CALLAHAN COUNTY REGULAR,K & W VANPELT COMPANY,448748,"CROCKETT, J. E.",O,00322,10,05980230,32
7B,CALLAHAN,CALLAHAN COUNTY REGULAR,K & W VANPELT COMPANY,448748,"CROCKETT, J. E.",O,00322,11,05980231,32
7B,CALLAHAN,CALLAHAN COUNTY REGULAR,K & W VANPELT COMPANY,448748,"CROCKETT, J. E.",O,00322,W 12,05920018,32
7B,CALLAHAN,CALLAHAN COUNTY REGULAR,K & W VANPELT COMPANY,448748,"CROCKETT, J. E.",O,00322,12,05980232,32
7B,CALLAHAN,CALLAHAN COUNTY REGULAR,K & W VANPELT COMPANY,448748,"CROCKETT, J. E.",O,00322,13,05980233,32
7B,CALLAHAN,CALLAHAN COUNTY REGULAR,K & W VANPELT COMPANY,448748,"CROCKETT, J. E.",O,00322,14,05980234,32
7B,CALLAHAN,CALLAHAN COUNTY REGULAR,K & W VANPELT COMPANY,448748,"CROCKETT, J. E.",O,00322,15,05980235,32
7B,CALLAHAN,CALLAHAN COUNTY REGULAR,K & W VANPELT COMPANY,448748,"CROCKETT, J. E.",O,00322,17,05980236,32
7B,CALLAHAN,CALLAHAN COUNTY REGULAR,K & W VANPELT COMPANY,448748,"CROCKETT, J. E.",O,00322,18,05980237,32
7B,CALLAHAN,CALLAHAN COUNTY REGULAR,K & W VANPELT COMPANY,448748,"CROCKETT, J. E.",O,00322,20,05980239,32
7B,CALLAHAN,CALLAHAN COUNTY REGULAR,K & W VANPELT COMPANY,448748,"CROCKETT, J. E.",O,00322,21,05980240,32
7B,CALLAHAN,CALLAHAN COUNTY REGULAR,K & W VANPELT COMPANY,448748,"CROCKETT, J. E.",O,00322,22,05980241,32
10,GRAY,PANHANDLE GRAY COUNTY FIELD,"PG-M INTERNATIONAL OPERATING,LLC",631795,SKOOG,O,00323,2,17981701,279
10,GRAY,PANHANDLE GRAY COUNTY FIELD,"PG-M INTERNATIONAL OPERATING,LLC",631795,SKOOG,O,00323,3,17981702,279
10,GRAY,PANHANDLE GRAY COUNTY FIELD,"PG-M INTERNATIONAL OPERATING,LLC",631795,SKOOG,O,00323,4,17981703,279
10,GRAY,PANHANDLE GRAY COUNTY FIELD,"PG-M INTERNATIONAL OPERATING,LLC",631795,SKOOG,O,00323,1,17981700,279
08,PECOS,APCO-WARNER,"O & O OPERATORS, LLC.",617028,"GREGG, D.B. -C-",O,00326,1D,37103049,70
08,PECOS,APCO-WARNER,"O & O OPERATORS, LLC.",617028,"GREGG, D.B. -C-",O,00326,4,37103052,279
02,BEE,PAPALOTE (4600),"WESTERN OIL FIELDS, INC.",912170,"OREILLY, ELLA",G,003519,A  1,02580028,279
08,REEVES,AYLESWORTH,LICON OIL CO.,500376,AYLESWORTH,O,00353,1,38900244,237
08,REEVES,AYLESWORTH,LICON OIL CO.,500376,AYLESWORTH,O,00353,2,38901102,279
03,FORT BEND,BIG CREEK (6100 SAND),"GREAT NORTHERN ENERGY, INC",328627,"WACHTENDORF, K.",O,00370,1,15701744,116
09,ARCHER,ARCHER COUNTY REGULAR,FULLSPIKE ENERGY LLC,289935,HAWLEY,O,00379,9,00981478,108
09,ARCHER,ARCHER COUNTY REGULAR,FULLSPIKE ENERGY LLC,289935,HAWLEY,O,00379,2,00981473,108
09,ARCHER,ARCHER COUNTY REGULAR,FULLSPIKE ENERGY LLC,289935,HAWLEY,O,00379,7,00905800,108
09,ARCHER,ARCHER COUNTY REGULAR,FULLSPIKE ENERGY LLC,289935,HAWLEY,O,00379,8,00905164,108
02,LIVE OAK,RAMIRENA (Y- 5),MAROCO,526610,"ALLEN, B.",G,003848,3 G,29702114,279
02,REFUGIO,REFUGIO HEARD (4500),"MISSION RIVER SYSTEMS, INC.",570411,"REA, W. L.",G,003912,4,39180052,279
02,REFUGIO,REFUGIO HEARD (4600),WYRICK & HUGHES,945880,"SHELLY, T. P.",G,003914,7,39180054,279
02,REFUGIO,REFUGIO OLD (V-3),"EAGLEFORD OPERATING, INC.",238468,"RYALS, PEARSON EST.",G,003957,1,39102882,93
02,REFUGIO,REFUGIO OLD (5600),"EAGLEFORD OPERATING, INC.",238468,POWERS,G,003960,3,39102491,279
02,REFUGIO,REFUGIO OLD (6300),"EAGLEFORD OPERATING, INC.",238468,RYALS -A-,G,003967,2,39102498,279
10,GRAY,PANHANDLE GRAY COUNTY FIELD,"PG-M INTERNATIONAL OPERATING,LLC",631795,"KINZER, W. G.",O,00398,1,17900758,23
10,GRAY,PANHANDLE GRAY COUNTY FIELD,"PG-M INTERNATIONAL OPERATING,LLC",631795,"KINZER, W. G.",O,00398,3,17900757,23
10,GRAY,PANHANDLE GRAY COUNTY FIELD,"PG-M INTERNATIONAL OPERATING,LLC",631795,"KINZER, W. G.",O,00398,4,17900761,23
02,CALHOUN,"SAN ANTONIO BAY, N. (D 1-2)","CREST PETROLEUM, LLC",189894,"LOCKWOOD, M. G.",G,004049,2 U,05701062,65
02,CALHOUN,"SAN ANTONIO BAY, N. (E-1)","CREST PETROLEUM, LLC",189894,"LOCKWOOD, M. G.",G,004054,3 L,05701063,65
02,LIVE OAK,SCHWARTZ (700),"WILLEFORD, BILLY RAY",924355,"WILLEFORD, B. R.",G,004101,1,29701842,279
02,JACKSON,FRANCITAS,VOTAW PRODUCTION COMPANY LLC,887576,LOVETT ESTATE,O,00440,1,23980469,279
02,JACKSON,FRANCITAS,VOTAW PRODUCTION COMPANY LLC,887576,"TRULL, B. W., -A-",O,00441,1,23980471,279
03,FORT BEND,BLUE RIDGE,LOW-END OIL LLC,510360,LUSCHER,O,00450,7,15700407,274
03,FORT BEND,BLUE RIDGE,LOW-END OIL LLC,510360,LUSCHER,O,00450,9,15700409,274
03,FORT BEND,BLUE RIDGE,BIG FOUR DRILLING CO.,069435,BASSETT-BLAKELY -B-,O,00455,3,15700334,279
02,VICTORIA,"VICTORIA, DEEP (CATAHOULA)",MONTEREY OIL COMPANY,577320,"PIEGSA, P.",G,004591,1,46980117,279
02,REFUGIO,"VIDAURI, WEST (4800)","VANCE, S.R.",881498,"VINCENT, KENNETH Z.",G,004593,2,39100606,279
7B,CALLAHAN,CALLAHAN COUNTY REGULAR,K & W VANPELT COMPANY,448748,"FRANKE, WM.",O,00465,1,05980610,32
7B,CALLAHAN,CALLAHAN COUNTY REGULAR,K & W VANPELT COMPANY,448748,"FRANKE, WM.",O,00465,I 10,05930153,33
7B,CALLAHAN,CALLAHAN COUNTY REGULAR,K & W VANPELT COMPANY,448748,"FRANKE, WM.",O,00465,14,05980623,32
7B,CALLAHAN,CALLAHAN COUNTY REGULAR,K & W VANPELT COMPANY,448748,"FRANKE, WM.",O,00465,15,05980624,32
7B,CALLAHAN,CALLAHAN COUNTY REGULAR,K & W VANPELT COMPANY,448748,"FRANKE, WM.",O,00465,16,05980625,32
7B,CALLAHAN,CALLAHAN COUNTY REGULAR,K & W VANPELT COMPANY,448748,"FRANKE, WM.",O,00465,I  1,05980626,33
7B,CALLAHAN,CALLAHAN COUNTY REGULAR,K & W VANPELT COMPANY,448748,"FRANKE, WM.",O,00465,I  2,05980627,33
7B,CALLAHAN,CALLAHAN COUNTY REGULAR,K & W VANPELT COMPANY,448748,"FRANKE, WM.",O,00465,I  5,05980628,33
7B,CALLAHAN,CALLAHAN COUNTY REGULAR,K & W VANPELT COMPANY,448748,"FRANKE, WM.",O,00465,2,05980611,32
7B,CALLAHAN,CALLAHAN COUNTY REGULAR,K & W VANPELT COMPANY,448748,"FRANKE, WM.",O,00465,2W,05980612,32
7B,CALLAHAN,CALLAHAN COUNTY REGULAR,K & W VANPELT COMPANY,448748,"FRANKE, WM.",O,00465,3,05980613,32
7B,CALLAHAN,CALLAHAN COUNTY REGULAR,K & W VANPELT COMPANY,448748,"FRANKE, WM.",O,00465,4,05980614,32
7B,CALLAHAN,CALLAHAN COUNTY REGULAR,K & W VANPELT COMPANY,448748,"FRANKE, WM.",O,00465,5,05980615,32
7B,CALLAHAN,CALLAHAN COUNTY REGULAR,K & W VANPELT COMPANY,448748,"FRANKE, WM.",O,00465,6,05980616,32
7B,CALLAHAN,CALLAHAN COUNTY REGULAR,K & W VANPELT COMPANY,448748,"FRANKE, WM.",O,00465,7,05980617,32
7B,CALLAHAN,CALLAHAN COUNTY REGULAR,K & W VANPELT COMPANY,448748,"FRANKE, WM.",O,00465,9,05980619,32
7B,CALLAHAN,CALLAHAN COUNTY REGULAR,K & W VANPELT COMPANY,448748,"FRANKE, WM.",O,00465,11,05980620,32
7B,CALLAHAN,CALLAHAN COUNTY REGULAR,K & W VANPELT COMPANY,448748,"FRANKE, WM.",O,00465,12,05980621,32
7B,CALLAHAN,CALLAHAN COUNTY REGULAR,K & W VANPELT COMPANY,448748,"FRANKE, WM.",O,00465,13,05980622,32
02,GOLIAD,WILHELM (FRIO 3100),NORTEX OIL & GAS CORP.,613530,"WILHELM, J. B. GAS UNIT",G,004743,1,17580068,279
10,GRAY,PANHANDLE GRAY COUNTY FIELD,DALF ENERGY LLC,197641,ANDERSON,O,00510,1,17982560,61
10,GRAY,PANHANDLE GRAY COUNTY FIELD,DALF ENERGY LLC,197641,ANDERSON,O,00510,2,17982561,61
10,GRAY,PANHANDLE GRAY COUNTY FIELD,DALF ENERGY LLC,197641,ANDERSON,O,00510,4,17931690,61
10,GRAY,PANHANDLE GRAY COUNTY FIELD,DALF ENERGY LLC,197641,ANDERSON,O,00510,5,17931900,61
10,GRAY,PANHANDLE GRAY COUNTY FIELD,DALF ENERGY LLC,197641,ANDERSON,O,00510,6,17931926,61
10,GRAY,PANHANDLE GRAY COUNTY FIELD,DALF ENERGY LLC,197641,ANDERSON,O,00510,7,17931927,61
10,GRAY,PANHANDLE GRAY COUNTY FIELD,DALF ENERGY LLC,197641,ANDERSON,O,00510,8,17931923,61
10,GRAY,PANHANDLE GRAY COUNTY FIELD,DALF ENERGY LLC,197641,ANDERSON,O,00510,9,17931934,279
